id,name,set,series,generation,publisher,release_date,release_year,artist,supertype,rarity,primary_type,types_display,hp,retreat_cost,set_number
dp7-49,Scyther,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Mitsuhiro Arita,Pokémon,Uncommon,Grass,Grass,60.0,,49/100
dp7-50,Shelgon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Tomokazu Komiya,Pokémon,Uncommon,Colorless,Colorless,90.0,2.0,50/100
dp7-51,Skarmory,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kagemaru Himeno,Pokémon,Uncommon,Metal,Metal,80.0,1.0,51/100
dp7-52,Staravia,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Midori Harada,Pokémon,Uncommon,Colorless,Colorless,70.0,,52/100
dp7-53,Bagon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Aya Kusube,Pokémon,Common,Colorless,Colorless,50.0,1.0,53/100
dp7-54,Bidoof,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Yuka Morii,Pokémon,Common,Colorless,Colorless,60.0,2.0,54/100
dp7-55,Bronzor,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Miki Tanaka,Pokémon,Common,Psychic,Psychic,60.0,2.0,55/100
dp7-56,Cherubi,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Tomokazu Komiya,Pokémon,Common,Grass,Grass,50.0,1.0,56/100
dp7-57,Combee,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Miki Tanaka,Pokémon,Common,Grass,Grass,50.0,1.0,57/100
dp7-58,Drifloon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Atsuko Nishida,Pokémon,Common,Psychic,Psychic,50.0,1.0,58/100
dp7-59,Duskull,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kouki Saitou,Pokémon,Common,Psychic,Psychic,50.0,1.0,59/100
dp7-60,Duskull,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Sachiko Adachi,Pokémon,Common,Psychic,Psychic,50.0,1.0,60/100
dp7-61,Finneon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kagemaru Himeno,Pokémon,Common,Water,Water,50.0,1.0,61/100
dp7-62,Gastly,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Aya Kusube,Pokémon,Common,Psychic,Psychic,50.0,1.0,62/100
dp7-63,Larvitar,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Yuka Morii,Pokémon,Common,Fighting,Fighting,50.0,1.0,63/100
dp7-64,Machop,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Midori Harada,Pokémon,Common,Fighting,Fighting,60.0,1.0,64/100
dp7-65,Magikarp,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Tomokazu Komiya,Pokémon,Common,Water,Water,30.0,1.0,65/100
dp7-66,Magnemite,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Aya Kusube,Pokémon,Common,Metal,Metal,50.0,1.0,66/100
dp7-67,Magnemite,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kent Kanetsuna,Pokémon,Common,Lightning,Lightning,50.0,1.0,67/100
dp7-68,Misdreavus,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Atsuko Nishida,Pokémon,Common,Psychic,Psychic,60.0,1.0,68/100
dp7-69,Onix,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kyoko Umemoto,Pokémon,Common,Fighting,Fighting,90.0,3.0,69/100
dp7-70,Pikachu,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Hajime Kusajima,Pokémon,Common,Lightning,Lightning,70.0,2.0,70/100
dp7-71,Ponyta,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Atsuko Nishida,Pokémon,Common,Fire,Fire,50.0,1.0,71/100
dp7-72,Roselia,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Sumiyoshi Kizuki,Pokémon,Common,Psychic,Psychic,70.0,1.0,72/100
dp7-73,Skorupi,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Sachiko Adachi,Pokémon,Common,Grass,Grass,60.0,2.0,73/100
dp7-74,Snover,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kagemaru Himeno,Pokémon,Common,Water,Water,50.0,1.0,74/100
dp7-75,Starly,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Atsuko Nishida,Pokémon,Common,Colorless,Colorless,50.0,1.0,75/100
dp7-76,Stunky,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Tomokazu Komiya,Pokémon,Common,Darkness,Darkness,60.0,1.0,76/100
dp7-77,Swinub,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Yukiko Baba,Pokémon,Common,Fighting,Fighting,50.0,1.0,77/100
dp7-78,Tangela,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Yukiko Baba,Pokémon,Common,Grass,Grass,70.0,1.0,78/100
dp7-79,Treecko,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Naoyo Kimura,Pokémon,Common,Grass,Grass,50.0,1.0,79/100
dp7-80,Voltorb,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kent Kanetsuna,Pokémon,Common,Lightning,Lightning,60.0,1.0,80/100
dp7-81,Voltorb,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Miki Tanaka,Pokémon,Common,Lightning,Lightning,60.0,1.0,81/100
dp7-82,Conductive Quarry,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,82/100
dp7-83,Energy Link,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,83/100
dp7-84,Energy Switch,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,84/100
dp7-85,Great Ball,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kent Kanetsuna,Trainer,Uncommon,,,,,85/100
dp7-86,Luxury Ball,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,86/100
dp7-87,Marley's Request,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ken Sugimori,Trainer,Uncommon,,,,,87/100
dp7-88,Poké Blower +,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,88/100
dp7-89,Poké Drawer +,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,89/100
dp7-90,Poké Healer +,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,90/100
dp7-91,Premier Ball,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Uncommon,,,,,91/100
dp7-92,Potion,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Shin-ichi Yoshikawa,Trainer,Common,,,,,92/100
dp7-93,Switch,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Trainer,Common,,,,,93/100
dp7-94,Cyclone Energy,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Takumi Akabane,Energy,Uncommon,,,,,94/100
dp7-95,Warp Energy,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Takumi Akabane,Energy,Uncommon,,,,,95/100
dp7-96,Dusknoir LV.X,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Shizurow,Pokémon,Holo LV.X Rare,Psychic,Psychic,140.0,3.0,96/100
dp7-97,Heatran LV.X,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Shizurow,Pokémon,Holo LV.X Rare,Fire,Fire,120.0,4.0,97/100
dp7-98,Machamp LV.X,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Pokémon,Holo LV.X Rare,Fighting,Fighting,150.0,3.0,98/100
dp7-99,Raichu LV.X,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Ryo Ueda,Pokémon,Holo LV.X Rare,Lightning,Lightning,110.0,,99/100
dp7-100,Regigigas LV.X,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Shizurow,Pokémon,Holo LV.X Rare,Colorless,Colorless,150.0,4.0,100/100
dp7-101,Charmander,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Mitsuhiro Arita,Pokémon,Secret Rare,Fire,Fire,50.0,1.0,101/100
dp7-102,Charmeleon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Mitsuhiro Arita,Pokémon,Secret Rare,Fire,Fire,80.0,1.0,102/100
dp7-103,Charizard,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Mitsuhiro Arita,Pokémon,Secret Rare,Fire,Fire,120.0,3.0,103/100
dp7-SH1,Drifloon,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Atsuko Nishida,Pokémon,Rare,Psychic,Psychic,50.0,,SH1
dp7-SH2,Duskull,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kouki Saitou,Pokémon,Rare,Psychic,Psychic,60.0,1.0,SH2
dp7-SH3,Voltorb,Stormfront,Diamond & Pearl,Fourth,TPCI,2008-11-01,2008,Kent Kanetsuna,Pokémon,Rare,Lightning,Lightning,60.0,1.0,SH3
pl1-1,Ampharos,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Atsuko Nishida,Pokémon,Holo Rare,Lightning,Lightning,130.0,2.0,1/127
pl1-2,Blastoise,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Holo Rare,Water,Water,130.0,2.0,2/127
pl1-3,Blaziken,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Hajime Kusajima,Pokémon,Holo Rare,Fire,Fire,130.0,1.0,3/127
pl1-4,Delcatty,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Holo Rare,Colorless,Colorless,90.0,1.0,4/127
pl1-5,Dialga,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Holo Rare,Metal,Metal,100.0,3.0,5/127
pl1-6,Dialga,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Holo Rare,Metal,Metal,100.0,2.0,6/127
pl1-7,Dialga G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yusuke Ishikawa,Pokémon,Holo Rare,Metal,Metal,100.0,2.0,7/127
pl1-8,Gardevoir,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Holo Rare,Psychic,Psychic,120.0,1.0,8/127
pl1-9,Giratina,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Holo Rare,Psychic,Psychic,100.0,3.0,9/127
pl1-10,Giratina,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Hajime Kusajima,Pokémon,Holo Rare,Psychic,Psychic,100.0,3.0,10/127
pl1-11,Manectric,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Holo Rare,Lightning,Lightning,90.0,,11/127
pl1-12,Palkia G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yusuke Ishikawa,Pokémon,Holo Rare,Water,Water,100.0,2.0,12/127
pl1-13,Rampardos,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Holo Rare,Fighting,Fighting,130.0,1.0,13/127
pl1-14,Shaymin,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Holo Rare,Grass,Grass,70.0,1.0,14/127
pl1-15,Shaymin,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Atsuko Nishida,Pokémon,Holo Rare,Grass,Grass,80.0,1.0,15/127
pl1-16,Slaking,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Holo Rare,Colorless,Colorless,150.0,4.0,16/127
pl1-17,Weavile G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Makoto Imai,Pokémon,Holo Rare,Darkness,Darkness,80.0,,17/127
pl1-18,Altaria,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Naoyo Kimura,Pokémon,Rare,Colorless,Colorless,90.0,1.0,18/127
pl1-19,Banette,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Tomokazu Komiya,Pokémon,Rare,Psychic,Psychic,90.0,1.0,19/127
pl1-20,Bastiodon,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Rare,Metal,Metal,130.0,4.0,20/127
pl1-21,Beautifly,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Suwama Chiaki,Pokémon,Rare,Grass,Grass,120.0,,21/127
pl1-22,Blissey,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Atsuko Nishida,Pokémon,Rare,Colorless,Colorless,120.0,2.0,22/127
pl1-23,Dialga,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kent Kanetsuna,Pokémon,Rare,Metal,Metal,100.0,3.0,23/127
pl1-24,Dugtrio,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Sumiyoshi Kizuki,Pokémon,Rare,Fighting,Fighting,90.0,,24/127
pl1-25,Dustox,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yukiko Baba,Pokémon,Rare,Psychic,Psychic,130.0,,25/127
pl1-26,Empoleon,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Rare,Water,Water,130.0,2.0,26/127
pl1-27,Giratina,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Rare,Psychic,Psychic,100.0,3.0,27/127
pl1-28,Giratina,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yusuke Ishikawa,Pokémon,Rare,Psychic,Psychic,110.0,2.0,28/127
pl1-29,Golduck,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Rare,Water,Water,90.0,,29/127
pl1-30,Gyarados G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kent Kanetsuna,Pokémon,Rare,Water,Water,110.0,3.0,30/127
pl1-31,Infernape,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Rare,Fire,Fire,110.0,,31/127
pl1-32,Kricketune,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Atsuko Nishida,Pokémon,Rare,Grass,Grass,90.0,1.0,32/127
pl1-33,Lickilicky,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Rare,Colorless,Colorless,120.0,4.0,33/127
pl1-34,Ludicolo,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Rare,Grass,Grass,120.0,2.0,34/127
pl1-35,Luvdisc,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Rare,Water,Water,70.0,1.0,35/127
pl1-36,Ninetales,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Suwama Chiaki,Pokémon,Rare,Fire,Fire,90.0,,36/127
pl1-37,Palkia,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kent Kanetsuna,Pokémon,Rare,Water,Water,100.0,2.0,37/127
pl1-38,Shaymin,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Rare,Grass,Grass,80.0,1.0,38/127
pl1-39,Torterra,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Rare,Grass,Grass,140.0,4.0,39/127
pl1-40,Toxicroak G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ryota Saito,Pokémon,Rare,Psychic,Psychic,90.0,2.0,40/127
pl1-41,Bronzong G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Makoto Imai,Pokémon,Uncommon,Metal,Metal,90.0,3.0,41/127
pl1-42,Cacturne,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Uncommon,Grass,Grass,90.0,2.0,42/127
pl1-43,Carnivine,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Uncommon,Grass,Grass,80.0,2.0,43/127
pl1-44,Cascoon,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yukiko Baba,Pokémon,Uncommon,Grass,Grass,80.0,2.0,44/127
pl1-45,Combusken,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Uncommon,Fire,Fire,80.0,1.0,45/127
pl1-46,Cranidos,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Uncommon,Fighting,Fighting,80.0,1.0,46/127
pl1-47,Crobat G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Makoto Imai,Pokémon,Uncommon,Psychic,Psychic,80.0,,47/127
pl1-48,Flaaffy,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Sumiyoshi Kizuki,Pokémon,Uncommon,Lightning,Lightning,80.0,1.0,48/127
pl1-49,Grotle,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,90.0,3.0,49/127
pl1-50,Houndoom G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kent Kanetsuna,Pokémon,Uncommon,Fire,Fire,90.0,1.0,50/127
pl1-51,Kirlia,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Naoyo Kimura,Pokémon,Uncommon,Psychic,Psychic,80.0,1.0,51/127
pl1-52,Lombre,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Midori Harada,Pokémon,Uncommon,Grass,Grass,80.0,1.0,52/127
pl1-53,Lucario,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Uncommon,Metal,Metal,90.0,,53/127
pl1-54,Mightyena,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Uncommon,Darkness,Darkness,90.0,,54/127
pl1-55,Mismagius,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Uncommon,Psychic,Psychic,90.0,1.0,55/127
pl1-56,Monferno,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Uncommon,Fire,Fire,80.0,,56/127
pl1-57,Muk,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Hajime Kusajima,Pokémon,Uncommon,Psychic,Psychic,100.0,3.0,57/127
pl1-58,Octillery,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Midori Harada,Pokémon,Uncommon,Water,Water,90.0,2.0,58/127
pl1-59,Prinplup,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Uncommon,Water,Water,80.0,1.0,59/127
pl1-60,Probopass,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Uncommon,Fighting,Fighting,90.0,3.0,60/127
pl1-61,Seviper,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Sumiyoshi Kizuki,Pokémon,Uncommon,Psychic,Psychic,80.0,1.0,61/127
pl1-62,Shieldon,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Uncommon,Metal,Metal,80.0,1.0,62/127
pl1-63,Silcoon,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kyoko Umemoto,Pokémon,Uncommon,Grass,Grass,80.0,2.0,63/127
pl1-64,Vigoroth,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Uncommon,Colorless,Colorless,80.0,1.0,64/127
pl1-65,Wartortle,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Midori Harada,Pokémon,Uncommon,Water,Water,80.0,1.0,65/127
pl1-66,Zangoose,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Hajime Kusajima,Pokémon,Uncommon,Colorless,Colorless,80.0,1.0,66/127
pl1-67,Cacnea,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Sumiyoshi Kizuki,Pokémon,Common,Grass,Grass,50.0,1.0,67/127
pl1-68,Carnivine,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Grass,Grass,80.0,2.0,68/127
pl1-69,Chansey,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Common,Colorless,Colorless,90.0,2.0,69/127
pl1-70,Chimchar,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Common,Fire,Fire,50.0,1.0,70/127
pl1-71,Combee,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Grass,Grass,60.0,1.0,71/127
pl1-72,Diglett,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Midori Harada,Pokémon,Common,Fighting,Fighting,50.0,1.0,72/127
pl1-73,Dunsparce,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Common,Colorless,Colorless,60.0,1.0,73/127
pl1-74,Electrike,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Miki Tanaka,Pokémon,Common,Lightning,Lightning,50.0,,74/127
pl1-75,Grimer,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yukiko Baba,Pokémon,Common,Psychic,Psychic,60.0,2.0,75/127
pl1-76,Happiny,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Colorless,Colorless,60.0,1.0,76/127
pl1-77,Honchkrow G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yusuke Ishikawa,Pokémon,Common,Darkness,Darkness,80.0,1.0,77/127
pl1-78,Kricketot,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kyoko Umemoto,Pokémon,Common,Grass,Grass,60.0,1.0,78/127
pl1-79,Lapras,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Common,Water,Water,80.0,2.0,79/127
pl1-80,Lickitung,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yuka Morii,Pokémon,Common,Colorless,Colorless,90.0,3.0,80/127
pl1-81,Lotad,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Common,Grass,Grass,50.0,1.0,81/127
pl1-82,Mareep,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yuka Morii,Pokémon,Common,Lightning,Lightning,60.0,1.0,82/127
pl1-83,Misdreavus,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Psychic,Psychic,50.0,1.0,83/127
pl1-84,Nosepass,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Common,Fighting,Fighting,60.0,1.0,84/127
pl1-85,Piplup,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Common,Water,Water,60.0,1.0,85/127
pl1-86,Poochyena,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Tomokazu Komiya,Pokémon,Common,Darkness,Darkness,50.0,1.0,86/127
pl1-87,Psyduck,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Tomokazu Komiya,Pokémon,Common,Water,Water,60.0,2.0,87/127
pl1-88,Purugly G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ryota Saito,Pokémon,Common,Colorless,Colorless,90.0,3.0,88/127
pl1-89,Ralts,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Miki Tanaka,Pokémon,Common,Psychic,Psychic,60.0,1.0,89/127
pl1-90,Remoraid,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Miki Tanaka,Pokémon,Common,Water,Water,60.0,1.0,90/127
pl1-91,Riolu,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Common,Fighting,Fighting,60.0,1.0,91/127
pl1-92,Shuppet,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kyoko Umemoto,Pokémon,Common,Psychic,Psychic,50.0,1.0,92/127
pl1-93,Skitty,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Common,Colorless,Colorless,60.0,1.0,93/127
pl1-94,Skuntank G,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Makoto Imai,Pokémon,Common,Psychic,Psychic,80.0,2.0,94/127
pl1-95,Slakoth,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Atsuko Nishida,Pokémon,Common,Colorless,Colorless,50.0,1.0,95/127
pl1-96,Squirtle,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Masakazu Fukuda,Pokémon,Common,Water,Water,60.0,1.0,96/127
pl1-97,Swablu,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Colorless,Colorless,40.0,,97/127
pl1-98,Tauros,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Common,Colorless,Colorless,70.0,1.0,98/127
pl1-99,Torchic,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Naoyo Kimura,Pokémon,Common,Fire,Fire,60.0,1.0,99/127
pl1-100,Torkoal,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kouki Saitou,Pokémon,Common,Fire,Fire,80.0,2.0,100/127
pl1-101,Turtwig,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kagemaru Himeno,Pokémon,Common,Grass,Grass,60.0,2.0,101/127
pl1-102,Vulpix,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Mitsuhiro Arita,Pokémon,Common,Fire,Fire,50.0,1.0,102/127
pl1-103,Wurmple,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Yuka Morii,Pokémon,Common,Grass,Grass,50.0,1.0,103/127
pl1-104,Broken Time-Space,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Kent Kanetsuna,Trainer,Uncommon,,,,,104/127
pl1-105,Cyrus's Conspiracy,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ken Sugimori,Trainer,Uncommon,,,,,105/127
pl1-106,Galactic HQ,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ryota Saito,Trainer,Uncommon,,,,,106/127
pl1-107,Level Max,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ryo Ueda,Trainer,Uncommon,,,,,107/127
pl1-108,Life Herb,Platinum,Platinum,Fourth,TPCI,2009-02-11,2009,Ryo Ueda,Trainer,Uncommon,,,,,108/127
